,feature_politeness_==Please==,feature_politeness_==Please_start==,feature_politeness_==HASHEDGE==,feature_politeness_==Indirect_(btw)==,feature_politeness_==Hedges==,feature_politeness_==Factuality==,feature_politeness_==Deference==,feature_politeness_==Gratitude==,feature_politeness_==Apologizing==,feature_politeness_==1st_person_pl.==,feature_politeness_==1st_person==,feature_politeness_==1st_person_start==,feature_politeness_==2nd_person==,feature_politeness_==2nd_person_start==,feature_politeness_==Indirect_(greeting)==,feature_politeness_==Direct_question==,feature_politeness_==Direct_start==,feature_politeness_==HASPOSITIVE==,feature_politeness_==HASNEGATIVE==,feature_politeness_==SUBJUNCTIVE==,feature_politeness_==INDICATIVE==,msg_id
Game11-austria-germany-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game11-austria-germany-10
Game11-austria-germany-12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Game11-austria-germany-12
Game11-austria-germany-13,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,Game11-austria-germany-13
Game11-austria-germany-15,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Game11-austria-germany-15
Game11-austria-germany-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Game11-austria-germany-18
Game11-austria-germany-21,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,Game11-austria-germany-21
Game11-austria-germany-23,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Game11-austria-germany-23
Game11-austria-germany-45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game11-austria-germany-45
Game11-austria-germany-51,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game11-austria-germany-51
Game11-austria-germany-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game11-austria-germany-53
Game11-austria-germany-61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,Game11-austria-germany-61
Game11-austria-germany-63,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,Game11-austria-germany-63
Game11-austria-germany-69,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,Game11-austria-germany-69
Game11-austria-germany-73,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Game11-austria-germany-73
Game11-austria-germany-86,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,Game11-austria-germany-86
Game11-austria-germany-90,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game11-austria-germany-90
Game11-austria-germany-92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,Game11-austria-germany-92
Game11-austria-germany-100,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Game11-austria-germany-100
Game11-austria-germany-105,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,Game11-austria-germany-105
Game11-austria-germany-107,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game11-austria-germany-107
Game11-austria-germany-113,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Game11-austria-germany-113
Game11-austria-germany-117,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,Game11-austria-germany-117
Game11-austria-germany-125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Game11-austria-germany-125
Game11-austria-germany-128,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game11-austria-germany-128
Game11-austria-germany-131,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Game11-austria-germany-131
Game11-austria-germany-135,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,Game11-austria-germany-135
Game11-austria-germany-139,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Game11-austria-germany-139
Game11-austria-germany-141,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,Game11-austria-germany-141
Game11-austria-germany-146,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Game11-austria-germany-146
Game11-austria-germany-151,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,Game11-austria-germany-151
Game11-austria-germany-153,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game11-austria-germany-153
Game11-austria-germany-154,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game11-austria-germany-154
Game11-austria-germany-155,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game11-austria-germany-155
Game11-austria-germany-162,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game11-austria-germany-162
Game11-austria-germany-164,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,Game11-austria-germany-164
Game11-austria-germany-165,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Game11-austria-germany-165
Game11-austria-germany-167,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game11-austria-germany-167
Game11-austria-germany-169,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Game11-austria-germany-169
Game11-austria-germany-174,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Game11-austria-germany-174
Game11-austria-germany-176,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Game11-austria-germany-176
Game11-austria-germany-188,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game11-austria-germany-188
Game11-austria-germany-195,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Game11-austria-germany-195
Game11-austria-germany-200,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game11-austria-germany-200
Game11-austria-germany-205,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Game11-austria-germany-205
Game11-austria-germany-211,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,Game11-austria-germany-211
Game11-austria-germany-216,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game11-austria-germany-216
Game11-austria-germany-223,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Game11-austria-germany-223
Game11-austria-germany-224,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Game11-austria-germany-224
Game11-austria-germany-238,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game11-austria-germany-238
Game11-austria-germany-242,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,Game11-austria-germany-242
Game11-austria-germany-243,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Game11-austria-germany-243
Game11-austria-germany-244,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game11-austria-germany-244
Game11-austria-germany-247,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game11-austria-germany-247
Game11-austria-germany-249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Game11-austria-germany-249
Game11-austria-germany-252,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Game11-austria-germany-252
Game11-austria-germany-254,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Game11-austria-germany-254
Game11-austria-germany-263,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,Game11-austria-germany-263
Game11-austria-germany-265,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Game11-austria-germany-265
Game11-austria-germany-269,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,Game11-austria-germany-269
Game11-austria-germany-272,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game11-austria-germany-272
Game11-austria-germany-275,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Game11-austria-germany-275
Game11-austria-germany-278,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,Game11-austria-germany-278
Game11-austria-germany-280,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game11-austria-germany-280
Game11-austria-germany-283,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game11-austria-germany-283
Game11-england-germany-5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,Game11-england-germany-5
Game11-england-germany-6,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Game11-england-germany-6
Game11-england-germany-7,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,Game11-england-germany-7
Game11-england-germany-9,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,Game11-england-germany-9
Game11-england-germany-10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game11-england-germany-10
Game11-england-germany-14,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,Game11-england-germany-14
Game11-england-germany-15,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,Game11-england-germany-15
Game11-england-germany-27,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game11-england-germany-27
Game11-england-germany-29,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game11-england-germany-29
Game11-england-germany-37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Game11-england-germany-37
Game11-england-germany-47,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Game11-england-germany-47
Game11-turkey-germany-1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,Game11-turkey-germany-1
Game11-turkey-germany-9,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Game11-turkey-germany-9
Game11-turkey-germany-33,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Game11-turkey-germany-33
Game11-turkey-germany-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game11-turkey-germany-42
Game11-turkey-germany-46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game11-turkey-germany-46
Game11-germany-france-0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,Game11-germany-france-0
Game11-germany-france-9,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Game11-germany-france-9
Game11-germany-france-10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game11-germany-france-10
Game11-germany-france-22,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Game11-germany-france-22
Game11-germany-france-25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,Game11-germany-france-25
Game11-germany-france-34,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Game11-germany-france-34
Game11-germany-france-35,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,Game11-germany-france-35
Game11-germany-france-37,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,Game11-germany-france-37
Game11-germany-france-38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Game11-germany-france-38
Game11-germany-france-40,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Game11-germany-france-40
Game11-germany-france-41,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,Game11-germany-france-41
Game11-germany-france-48,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game11-germany-france-48
Game11-germany-france-51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Game11-germany-france-51
Game11-germany-france-59,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,Game11-germany-france-59
Game11-germany-france-64,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game11-germany-france-64
Game11-germany-france-65,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game11-germany-france-65
Game11-germany-france-67,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Game11-germany-france-67
Game11-germany-france-68,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,Game11-germany-france-68
Game11-germany-france-69,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Game11-germany-france-69
Game11-germany-france-70,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Game11-germany-france-70
Game11-germany-france-71,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Game11-germany-france-71
Game11-germany-france-76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,Game11-germany-france-76
Game11-germany-france-84,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game11-germany-france-84
Game11-germany-france-92,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Game11-germany-france-92
Game11-germany-france-95,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Game11-germany-france-95
Game11-germany-france-100,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Game11-germany-france-100
Game11-germany-france-106,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game11-germany-france-106
Game11-germany-france-107,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,Game11-germany-france-107
Game11-germany-france-113,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game11-germany-france-113
Game11-germany-france-115,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game11-germany-france-115
Game11-germany-france-121,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,Game11-germany-france-121
Game11-germany-france-123,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,Game11-germany-france-123
Game11-germany-france-125,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,Game11-germany-france-125
Game11-england-austria-1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,Game11-england-austria-1
Game11-england-austria-8,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Game11-england-austria-8
Game11-turkey-austria-14,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Game11-turkey-austria-14
Game11-turkey-austria-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Game11-turkey-austria-15
Game11-turkey-austria-20,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,Game11-turkey-austria-20
Game11-turkey-austria-26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game11-turkey-austria-26
Game11-turkey-austria-30,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game11-turkey-austria-30
Game11-turkey-austria-35,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,Game11-turkey-austria-35
Game11-turkey-austria-37,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,Game11-turkey-austria-37
Game11-turkey-austria-38,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,Game11-turkey-austria-38
Game11-turkey-austria-39,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,Game11-turkey-austria-39
Game11-turkey-austria-43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,Game11-turkey-austria-43
Game11-turkey-austria-48,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Game11-turkey-austria-48
Game11-turkey-austria-53,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game11-turkey-austria-53
Game11-turkey-austria-57,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Game11-turkey-austria-57
Game11-turkey-austria-58,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game11-turkey-austria-58
Game11-turkey-austria-62,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Game11-turkey-austria-62
Game11-turkey-austria-66,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,Game11-turkey-austria-66
Game11-turkey-austria-67,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game11-turkey-austria-67
Game11-turkey-austria-73,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Game11-turkey-austria-73
Game11-turkey-austria-79,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Game11-turkey-austria-79
Game11-turkey-austria-81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game11-turkey-austria-81
Game11-turkey-austria-84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Game11-turkey-austria-84
Game11-turkey-austria-90,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game11-turkey-austria-90
Game11-turkey-austria-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game11-turkey-austria-93
Game11-turkey-austria-101,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Game11-turkey-austria-101
Game11-turkey-austria-122,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,Game11-turkey-austria-122
Game11-turkey-austria-124,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,Game11-turkey-austria-124
Game11-turkey-austria-131,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Game11-turkey-austria-131
Game11-turkey-austria-134,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,Game11-turkey-austria-134
Game11-turkey-austria-136,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Game11-turkey-austria-136
Game11-turkey-austria-138,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game11-turkey-austria-138
Game11-turkey-austria-139,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,Game11-turkey-austria-139
Game11-turkey-austria-140,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game11-turkey-austria-140
Game11-turkey-austria-142,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,Game11-turkey-austria-142
Game11-turkey-austria-145,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,Game11-turkey-austria-145
Game11-turkey-austria-146,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Game11-turkey-austria-146
Game11-turkey-austria-160,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,Game11-turkey-austria-160
Game11-turkey-austria-164,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,Game11-turkey-austria-164
Game11-turkey-austria-166,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Game11-turkey-austria-166
Game11-turkey-austria-171,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,Game11-turkey-austria-171
Game11-turkey-austria-180,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,Game11-turkey-austria-180
Game11-turkey-austria-184,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Game11-turkey-austria-184
Game11-turkey-austria-189,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Game11-turkey-austria-189
Game11-turkey-austria-194,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Game11-turkey-austria-194
Game11-turkey-austria-196,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Game11-turkey-austria-196
Game11-turkey-austria-198,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game11-turkey-austria-198
Game11-turkey-austria-200,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,Game11-turkey-austria-200
Game11-turkey-austria-203,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Game11-turkey-austria-203
Game11-turkey-austria-204,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Game11-turkey-austria-204
Game11-turkey-austria-205,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Game11-turkey-austria-205
Game11-turkey-austria-215,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Game11-turkey-austria-215
Game11-turkey-austria-221,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game11-turkey-austria-221
Game11-turkey-austria-222,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game11-turkey-austria-222
Game11-turkey-austria-223,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,Game11-turkey-austria-223
Game11-turkey-austria-225,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,Game11-turkey-austria-225
Game11-turkey-austria-235,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,Game11-turkey-austria-235
Game11-turkey-austria-239,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Game11-turkey-austria-239
Game11-turkey-austria-247,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,Game11-turkey-austria-247
Game11-turkey-austria-256,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Game11-turkey-austria-256
Game11-turkey-austria-261,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,Game11-turkey-austria-261
Game11-turkey-austria-266,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,Game11-turkey-austria-266
Game11-turkey-austria-270,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,Game11-turkey-austria-270
Game11-austria-france-9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game11-austria-france-9
Game11-austria-france-12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Game11-austria-france-12
Game11-austria-france-18,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game11-austria-france-18
Game11-austria-france-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game11-austria-france-25
Game11-austria-france-29,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Game11-austria-france-29
Game11-england-russia-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Game11-england-russia-1
Game11-england-russia-9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game11-england-russia-9
Game11-turkey-russia-6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,Game11-turkey-russia-6
Game11-turkey-russia-23,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Game11-turkey-russia-23
Game11-turkey-russia-25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game11-turkey-russia-25
Game11-france-russia-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,Game11-france-russia-1
Game11-england-france-9,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Game11-england-france-9
Game12-germany-italy-4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Game12-germany-italy-4
Game12-austria-italy-1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Game12-austria-italy-1
Game12-austria-italy-4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Game12-austria-italy-4
Game12-turkey-italy-5,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game12-turkey-italy-5
Game12-turkey-italy-8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Game12-turkey-italy-8
Game12-turkey-italy-9,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game12-turkey-italy-9
Game12-turkey-italy-10,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,Game12-turkey-italy-10
Game12-turkey-italy-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game12-turkey-italy-13
Game12-turkey-italy-23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,Game12-turkey-italy-23
Game12-turkey-italy-25,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,Game12-turkey-italy-25
Game12-turkey-italy-30,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game12-turkey-italy-30
Game12-turkey-italy-33,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,Game12-turkey-italy-33
Game12-italy-france-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game12-italy-france-1
Game12-italy-france-7,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Game12-italy-france-7
Game12-italy-france-12,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Game12-italy-france-12
Game12-italy-france-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,Game12-italy-france-15
Game12-italy-france-21,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Game12-italy-france-21
Game12-italy-france-23,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Game12-italy-france-23
